ProjID,Retail Store Number,Selling Location Type,Temperature,Movement period,Division,Store State,Account Format,Width,Traffic flow,Number of Segments,Number of Fixtures,Chain POG Field 7,Chain POG Field 8,Chain POG Field 9,Chain POG Field 10,StoreID,Planogram Number,Chain POG Field 1,Chain POG Field 2,Chain POG Field 3,# of Cooler Doors,Number of Stores,Chain POG Field 5,Chain POG Field 6,PlanoID,Wholesaler
Shelf IQ PowerBI 2024 - Chain.csv,Walmart #3367 (CHS),OPEN AIR,WARM,7,Walmart,SC,Supermarket,864,Left-right,18,84,SC,,,0010-03367072_str03367,Shelf IQ PowerBI 2024 - Chain.csv|Walmart #3367 (CHS),Walmart #3367 (CHS)|2|WALMART #3367 (61409),61409,2,Cold,N/A,1,No,,Shelf IQ PowerBI 2024 - Chain.csv|Walmart #3367 (CHS)|2|WALMART #3367 (61409),23912-CHS
Shelf IQ PowerBI 2024 - Chain.csv,Walmart #3367 (CHS),DISPLAY,WARM,7,Walmart,SC,Supermarket,48,N/A,1,5,SC,,,0035-03367004_str03367,Shelf IQ PowerBI 2024 - Chain.csv|Walmart #3367 (CHS),Walmart #3367 (CHS)|3|WALMART #3367 (61409),61409,2,Warm,N/A,1,No,,Shelf IQ PowerBI 2024 - Chain.csv|Walmart #3367 (CHS)|3|WALMART #3367 (61409),23912-CHS
Shelf IQ PowerBI 2024 - Chain.csv,Walmart #5392 (VID),DOORS,COLD,7,Walmart,GA,Supermarket,720,N/A,16,67,"""42""""18 - MULTI DECK - BIFOLD DOORS""",,,0,Shelf IQ PowerBI 2024 - Chain.csv|Walmart #5392 (VID),Walmart #5392 (VID)|1|Walmart #5392 (10089),10089,,Cold,N/A,1,No,,Shelf IQ PowerBI 2024 - Chain.csv|Walmart #5392 (VID)|1|Walmart #5392 (10089),21052-VID
Shelf IQ PowerBI 2025 - Chain.csv,Lowe's Food #263 (GVL),OPEN AIR,COLD,7,Lowe's (NC),SC,Supermarket,1404,N/A,30,34,INTERNAL,,,0,Shelf IQ PowerBI 2025 - Chain.csv|Lowe's Food #263 (GVL),Lowe's Food #263 (GVL)|1|Lowe's Food #263 (GVL),,ALEX LEE INC,LOWES FOODS LLC,0,1,MC,,Shelf IQ PowerBI 2025 - Chain.csv|Lowe's Food #263 (GVL)|1|Lowe's Food #263 (GVL),53929-GVL
Shelf IQ PowerBI 2025 - Chain.csv,Lowe's Food #264 (GVL),OPEN AIR,COLD,7,Lowe's (NC),SC,Supermarket,1476,N/A,31,34,INTERNAL,,,0,Shelf IQ PowerBI 2025 - Chain.csv|Lowe's Food #264 (GVL),Lowe's Food #264 (GVL)|1|Lowe's Food #264 (GVL),,ALEX LEE INC,LOWES FOODS LLC,0,1,MC,,Shelf IQ PowerBI 2025 - Chain.csv|Lowe's Food #264 (GVL)|1|Lowe's Food #264 (GVL),53929-GVL
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Walmart #4420 (COLA),OPEN AIR,COLD,7,Walmart,SC,Mass Merchandiser,336,Left-right,7,29,SC,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart #4420 (COLA),Walmart #4420 (COLA)|2|4420028_904420SC,OPEN AIR,2,Cold,Wave 2,1,No Issue,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart #4420 (COLA)|2|4420028_904420SC,33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Walmart #4420 (COLA),DISPLAY,WARM,7,Walmart,SC,Mass Merchandiser,288,Left-right,6,32,SC,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart #4420 (COLA),Walmart #4420 (COLA)|3|4420024_904420SC,WARM,2,Warm,Wave 2,1,No Issue,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart #4420 (COLA)|3|4420024_904420SC,33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Walmart #4420 (COLA),DISPLAY,WARM,7,Walmart,SC,Mass Merchandiser,48,Right-left,1,5,SC,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart #4420 (COLA),Walmart #4420 (COLA)|4|4420004_904420SC-1,HARD BEV GONDOLA,2,Warm,Wave 2,1,No Issue,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart #4420 (COLA)|4|4420004_904420SC-1,33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Walmart Market #3646 (CHS),OPEN AIR,COLD,7,Walmart,SC,Supermarket,672,Left-right,14,60,SC,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart Market #3646 (CHS),Walmart Market #3646 (CHS)|1|03646056_903646LR,OPEN AIR,2,Cold,Wave 1,1,No Issue,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart Market #3646 (CHS)|1|03646056_903646LR,23912-CHS
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Walmart Supercenter #1286 (COLA),OPEN AIR,COLD,7,Walmart,SC,Mass Merchandiser,672,Left-right,14,58,SC,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart Supercenter #1286 (COLA),Walmart Supercenter #1286 (COLA)|1|1286056_901286SC,OPEN AIR,2,Cold,Wave 2,1,No Issue,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart Supercenter #1286 (COLA)|1|1286056_901286SC,33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Walmart Supercenter #1286 (COLA),DISPLAY,WARM,7,Walmart,SC,Mass Merchandiser,192,Left-right,2,20,SC,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart Supercenter #1286 (COLA),Walmart Supercenter #1286 (COLA)|2|1286016_901286SC,BULK,2,Warm,Wave 2,1,No Issue,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart Supercenter #1286 (COLA)|2|1286016_901286SC,33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Walmart Supercenter #1286 (COLA),DISPLAY,WARM,7,Walmart,SC,Mass Merchandiser,48,Right-left,1,5,SC,,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart Supercenter #1286 (COLA),Walmart Supercenter #1286 (COLA)|3|1286004_901286SC,HARD BEV GONDOLA,2,Warm,Wave 2,1,No Issue,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart Supercenter #1286 (COLA)|3|1286004_901286SC,33916-COLA
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Walmart #0606 (SAV),OPEN AIR,COLD,7,Walmart,GA,Supermarket,432,Right-left,9,39,GA,,,0015-00606036_str00606,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart #0606 (SAV),Walmart #0606 (SAV)|1|Walmart #0606 (SAV),KW DOORS,2,Cold,"{""Mode"":1""""""HorizontalOrder"":0""""""VerticalOrder"":0""""""DepthOrder"":1""""""RowColumnOrder"":1""""""RestartAtPlanogram"":1""""""WorkSegmentBySegment"":1""""""RestartAtSegment"":1""""""WorkFixtureByFixture"":1""""""RestartAtFixture"":0""""""NumberOpenShelvesBeforeOtherFixtureTypes"":0""""""NumberPegboardsBeforeOtherFixtureTypes"":0""""""PositionsOfSameProductHaveDifferentNumbers"":1""""""ExceptOnPegboardsAndChests"":0""""""ExceptForAdjacentPositionsOnOpenShelves"":0""""""RowColumnTypeIsManual"":0""""""RowColumnSizeAutomatic"":0.67""""""RowColumnSizeManual"":1.0}",1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart #0606 (SAV)|1|Walmart #0606 (SAV),21075-SAV
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Walmart #1061 (VID),DISPLAY,WARM,7,Walmart,GA,Supermarket,48,Left-right,1,5,GA,,,0008-00097004_str00097,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart #1061 (VID),Walmart #1061 (VID)|2|01061004_901061LR,NON-ALC GONDOLA,2,Warm,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart #1061 (VID)|2|01061004_901061LR,21052-VID
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Walmart #2630 (BLK),OPEN AIR,COLD,7,Walmart,GA,Supermarket,528,Left-right,11,46,GA,,,0010-02630044_str02630,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart #2630 (BLK),Walmart #2630 (BLK)|1|2630044_902630SC,OPEN AIR,2,Cold,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart #2630 (BLK)|1|2630044_902630SC,91094-BLK
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Walmart #2630 (BLK),DISPLAY,WARM,7,Walmart,GA,Supermarket,48,Left-right,1,4,GA,,,0013-02630004_str02630,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart #2630 (BLK),Walmart #2630 (BLK)|2|2630004_902630SC-1,WARM,2,Warm,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart #2630 (BLK)|2|2630004_902630SC-1,91094-BLK
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Walmart #2630 (BLK),DISPLAY,WARM,7,Walmart,GA,Supermarket,48,Left-right,1,5,GA,,,0008-00097004_str00097,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart #2630 (BLK),Walmart #2630 (BLK)|3|2630004_902630SC,Warm Non Alcohol Gondola,2,Warm,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart #2630 (BLK)|3|2630004_902630SC,91094-BLK
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Walmart #2630 (BLK),DISPLAY,WARM,7,Walmart,GA,Supermarket,48,N/A,1,5,GA,,,0045-02630004_str02630,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart #2630 (BLK),Walmart #2630 (BLK)|4|2630004_902630SC-2,HARD BEV GONDOLA,2,Warm,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart #2630 (BLK)|4|2630004_902630SC-2,91094-BLK
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Walmart #2858 (VID),OPEN AIR,COLD,7,Walmart,GA,Supermarket,624,Left-right,13,53,GA,,,0010-02858052_str02858,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart #2858 (VID),Walmart #2858 (VID)|1|02858052_902858LR,OPEN AIR,2,Cold,"{""Mode"":1""""""HorizontalOrder"":0""""""VerticalOrder"":0""""""DepthOrder"":1""""""RowColumnOrder"":1""""""RestartAtPlanogram"":1""""""WorkSegmentBySegment"":1""""""RestartAtSegment"":1""""""WorkFixtureByFixture"":1""""""RestartAtFixture"":0""""""NumberOpenShelvesBeforeOtherFixtureTypes"":0""""""NumberPegboardsBeforeOtherFixtureTypes"":0""""""PositionsOfSameProductHaveDifferentNumbers"":1""""""ExceptOnPegboardsAndChests"":0""""""ExceptForAdjacentPositionsOnOpenShelves"":0""""""RowColumnTypeIsManual"":0""""""RowColumnSizeAutomatic"":0.67""""""RowColumnSizeManual"":1.0}",1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart #2858 (VID)|1|02858052_902858LR,21052-VID
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Walmart #2858 (VID),DISPLAY,WARM,7,Walmart,GA,Supermarket,289.32,Left-right,6,72,GA,,,0019-02858025_str02858,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart #2858 (VID),Walmart #2858 (VID)|2|02858024_902858LR,GROCERY MADIX,2,Warm,"{""Mode"":1""""""HorizontalOrder"":0""""""VerticalOrder"":0""""""DepthOrder"":1""""""RowColumnOrder"":1""""""RestartAtPlanogram"":1""""""WorkSegmentBySegment"":1""""""RestartAtSegment"":1""""""WorkFixtureByFixture"":1""""""RestartAtFixture"":0""""""NumberOpenShelvesBeforeOtherFixtureTypes"":0""""""NumberPegboardsBeforeOtherFixtureTypes"":0""""""PositionsOfSameProductHaveDifferentNumbers"":1""""""ExceptOnPegboardsAndChests"":0""""""ExceptForAdjacentPositionsOnOpenShelves"":0""""""RowColumnTypeIsManual"":0""""""RowColumnSizeAutomatic"":0.67""""""RowColumnSizeManual"":1.0}",1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart #2858 (VID)|2|02858024_902858LR,21052-VID
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Walmart #4556 (SAV),DISPLAY,WARM,7,Walmart,GA,Supermarket,48,Left-right,1,5,GA,,,0008-00097004_str00097,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart #4556 (SAV),Walmart #4556 (SAV)|2|04556004_904556LR,NON-ALC GONDOLA,2,Warm,,1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart #4556 (SAV)|2|04556004_904556LR,21075-SAV
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Walmart #5198 (FITZ),OPEN AIR,COLD,7,Walmart,GA,Supermarket,624,Left-right,13,55,GA,,,0015-05198052_str05198,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart #5198 (FITZ),Walmart #5198 (FITZ)|1|05198052_905198LR,KW DOORS,2,Cold,"{""Mode"":1""""""HorizontalOrder"":0""""""VerticalOrder"":0""""""DepthOrder"":1""""""RowColumnOrder"":1""""""RestartAtPlanogram"":1""""""WorkSegmentBySegment"":1""""""RestartAtSegment"":1""""""WorkFixtureByFixture"":1""""""RestartAtFixture"":0""""""NumberOpenShelvesBeforeOtherFixtureTypes"":0""""""NumberPegboardsBeforeOtherFixtureTypes"":0""""""PositionsOfSameProductHaveDifferentNumbers"":1""""""ExceptOnPegboardsAndChests"":0""""""ExceptForAdjacentPositionsOnOpenShelves"":0""""""RowColumnTypeIsManual"":0""""""RowColumnSizeAutomatic"":0.67""""""RowColumnSizeManual"":1.0}",1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart #5198 (FITZ)|1|05198052_905198LR,61025-FITZ
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Walmart Market #2840 (BLK),OPEN AIR,COLD,7,Walmart,GA,Supermarket,624,Right-left,13,52,GA,,,0010-02840052_str02840,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart Market #2840 (BLK),Walmart Market #2840 (BLK)|1|02840052_902840RL,OPEN AIR,2,Cold,"{""Mode"":1""""""HorizontalOrder"":0""""""VerticalOrder"":0""""""DepthOrder"":1""""""RowColumnOrder"":1""""""RestartAtPlanogram"":1""""""WorkSegmentBySegment"":1""""""RestartAtSegment"":1""""""WorkFixtureByFixture"":1""""""RestartAtFixture"":0""""""NumberOpenShelvesBeforeOtherFixtureTypes"":0""""""NumberPegboardsBeforeOtherFixtureTypes"":0""""""PositionsOfSameProductHaveDifferentNumbers"":1""""""ExceptOnPegboardsAndChests"":0""""""ExceptForAdjacentPositionsOnOpenShelves"":0""""""RowColumnTypeIsManual"":0""""""RowColumnSizeAutomatic"":0.67""""""RowColumnSizeManual"":1.0}",1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart Market #2840 (BLK)|1|02840052_902840RL,91094-BLK
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Walmart Market #2840 (BLK),DISPLAY,WARM,7,Walmart,GA,Supermarket,241.1,Left-right,5,59,GA,,,0019-02840020_str02840,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart Market #2840 (BLK),Walmart Market #2840 (BLK)|2|02840020_902840LR,GROCERY MADIX,2,Warm,"{""Mode"":1""""""HorizontalOrder"":0""""""VerticalOrder"":0""""""DepthOrder"":1""""""RowColumnOrder"":1""""""RestartAtPlanogram"":1""""""WorkSegmentBySegment"":1""""""RestartAtSegment"":1""""""WorkFixtureByFixture"":1""""""RestartAtFixture"":0""""""NumberOpenShelvesBeforeOtherFixtureTypes"":0""""""NumberPegboardsBeforeOtherFixtureTypes"":0""""""PositionsOfSameProductHaveDifferentNumbers"":1""""""ExceptOnPegboardsAndChests"":0""""""ExceptForAdjacentPositionsOnOpenShelves"":0""""""RowColumnTypeIsManual"":0""""""RowColumnSizeAutomatic"":0.67""""""RowColumnSizeManual"":1.0}",1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart Market #2840 (BLK)|2|02840020_902840LR,91094-BLK
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Walmart Market #4519 (BLK),OPEN AIR,COLD,7,Walmart,GA,Supermarket,624,Right-left,13,54,GA,,,0015-04519052_str04519,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart Market #4519 (BLK),Walmart Market #4519 (BLK)|1|Walmart Market #4519 (BLK),KW DOORS,2,Cold,"{""Mode"":1""""""HorizontalOrder"":0""""""VerticalOrder"":0""""""DepthOrder"":1""""""RowColumnOrder"":1""""""RestartAtPlanogram"":1""""""WorkSegmentBySegment"":1""""""RestartAtSegment"":1""""""WorkFixtureByFixture"":1""""""RestartAtFixture"":0""""""NumberOpenShelvesBeforeOtherFixtureTypes"":0""""""NumberPegboardsBeforeOtherFixtureTypes"":0""""""PositionsOfSameProductHaveDifferentNumbers"":1""""""ExceptOnPegboardsAndChests"":0""""""ExceptForAdjacentPositionsOnOpenShelves"":0""""""RowColumnTypeIsManual"":0""""""RowColumnSizeAutomatic"":0.67""""""RowColumnSizeManual"":1.0}",1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart Market #4519 (BLK)|1|Walmart Market #4519 (BLK),91094-BLK
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Walmart Market #4525 (BLK),OPEN AIR,COLD,7,Walmart,GA,Supermarket,672,Left-right,14,57,GA,,,0015-04525056_str04525,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart Market #4525 (BLK),Walmart Market #4525 (BLK)|1|Walmart Market #4525 (BLK),KW DOORS,2,Cold,"{""Mode"":1""""""HorizontalOrder"":0""""""VerticalOrder"":0""""""DepthOrder"":1""""""RowColumnOrder"":1""""""RestartAtPlanogram"":1""""""WorkSegmentBySegment"":1""""""RestartAtSegment"":1""""""WorkFixtureByFixture"":1""""""RestartAtFixture"":0""""""NumberOpenShelvesBeforeOtherFixtureTypes"":0""""""NumberPegboardsBeforeOtherFixtureTypes"":0""""""PositionsOfSameProductHaveDifferentNumbers"":1""""""ExceptOnPegboardsAndChests"":0""""""ExceptForAdjacentPositionsOnOpenShelves"":0""""""RowColumnTypeIsManual"":0""""""RowColumnSizeAutomatic"":0.67""""""RowColumnSizeManual"":1.0}",1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart Market #4525 (BLK)|1|Walmart Market #4525 (BLK),91094-BLK
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Walmart Market #4527 (BLK),OPEN AIR,COLD,7,Walmart,GA,Supermarket,576,Left-right,12,48,GA,,,0015-04527048_str04527,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart Market #4527 (BLK),Walmart Market #4527 (BLK)|1|04527048_904527LR,KW DOORS,2,Cold,"{""Mode"":1""""""HorizontalOrder"":0""""""VerticalOrder"":0""""""DepthOrder"":1""""""RowColumnOrder"":1""""""RestartAtPlanogram"":1""""""WorkSegmentBySegment"":1""""""RestartAtSegment"":1""""""WorkFixtureByFixture"":1""""""RestartAtFixture"":0""""""NumberOpenShelvesBeforeOtherFixtureTypes"":0""""""NumberPegboardsBeforeOtherFixtureTypes"":0""""""PositionsOfSameProductHaveDifferentNumbers"":1""""""ExceptOnPegboardsAndChests"":0""""""ExceptForAdjacentPositionsOnOpenShelves"":0""""""RowColumnTypeIsManual"":0""""""RowColumnSizeAutomatic"":0.67""""""RowColumnSizeManual"":1.0}",1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart Market #4527 (BLK)|1|04527048_904527LR,91094-BLK
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Walmart Market #4527 (BLK),DISPLAY,WARM,7,Walmart,GA,Supermarket,192.88,Left-right,4,48,GA,,,0019-04527016_str04527,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart Market #4527 (BLK),Walmart Market #4527 (BLK)|2|04527016_904527LR,GROCERY MADIX,2,Warm,"{""Mode"":1""""""HorizontalOrder"":0""""""VerticalOrder"":0""""""DepthOrder"":1""""""RowColumnOrder"":1""""""RestartAtPlanogram"":1""""""WorkSegmentBySegment"":1""""""RestartAtSegment"":1""""""WorkFixtureByFixture"":1""""""RestartAtFixture"":0""""""NumberOpenShelvesBeforeOtherFixtureTypes"":0""""""NumberPegboardsBeforeOtherFixtureTypes"":0""""""PositionsOfSameProductHaveDifferentNumbers"":1""""""ExceptOnPegboardsAndChests"":0""""""ExceptForAdjacentPositionsOnOpenShelves"":0""""""RowColumnTypeIsManual"":0""""""RowColumnSizeAutomatic"":0.67""""""RowColumnSizeManual"":1.0}",1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart Market #4527 (BLK)|2|04527016_904527LR,91094-BLK
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Walmart Market #4530 (SAV),OPEN AIR,COLD,7,Walmart,GA,Supermarket,624,Left-right,13,56,GA,,,0015-04530052_str04530,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart Market #4530 (SAV),Walmart Market #4530 (SAV)|1|04530052_904530LR,KW DOORS,2,Cold,"{""Mode"":1""""""HorizontalOrder"":0""""""VerticalOrder"":0""""""DepthOrder"":1""""""RowColumnOrder"":1""""""RestartAtPlanogram"":1""""""WorkSegmentBySegment"":1""""""RestartAtSegment"":1""""""WorkFixtureByFixture"":1""""""RestartAtFixture"":0""""""NumberOpenShelvesBeforeOtherFixtureTypes"":0""""""NumberPegboardsBeforeOtherFixtureTypes"":0""""""PositionsOfSameProductHaveDifferentNumbers"":1""""""ExceptOnPegboardsAndChests"":0""""""ExceptForAdjacentPositionsOnOpenShelves"":0""""""RowColumnTypeIsManual"":0""""""RowColumnSizeAutomatic"":0.67""""""RowColumnSizeManual"":1.0}",1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart Market #4530 (SAV)|1|04530052_904530LR,21075-SAV
Shelf IQ PowerBI 2026 - Chain 2.0.csv,Walmart Market #4530 (SAV),DISPLAY,WARM,7,Walmart,GA,Supermarket,433.98,Left-right,9,108,GA,,,0019-04530037_str04530,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart Market #4530 (SAV),Walmart Market #4530 (SAV)|2|04530036_904530LR,GROCERY MADIX,2,Warm,"{""Mode"":1""""""HorizontalOrder"":0""""""VerticalOrder"":0""""""DepthOrder"":1""""""RowColumnOrder"":1""""""RestartAtPlanogram"":1""""""WorkSegmentBySegment"":1""""""RestartAtSegment"":1""""""WorkFixtureByFixture"":1""""""RestartAtFixture"":0""""""NumberOpenShelvesBeforeOtherFixtureTypes"":0""""""NumberPegboardsBeforeOtherFixtureTypes"":0""""""PositionsOfSameProductHaveDifferentNumbers"":1""""""ExceptOnPegboardsAndChests"":0""""""ExceptForAdjacentPositionsOnOpenShelves"":0""""""RowColumnTypeIsManual"":0""""""RowColumnSizeAutomatic"":0.67""""""RowColumnSizeManual"":1.0}",1,,,Shelf IQ PowerBI 2026 - Chain 2.0.csv|Walmart Market #4530 (SAV)|2|04530036_904530LR,21075-SAV
Shelf IQ PowerBI 2025 - Chain.csv,Walmart Market #3899 (CHS),DISPLAY,COLD,7,Walmart,SC,Supermarket,48,Left-right,1,5,SC,,,0008-00097004_str00097,Shelf IQ PowerBI 2025 - Chain.csv|Walmart Market #3899 (CHS),Walmart Market #3899 (CHS)|2|3899004_903899NHM,NON-ALC GONDOLA,2,Warm,,1,,,Shelf IQ PowerBI 2025 - Chain.csv|Walmart Market #3899 (CHS)|2|3899004_903899NHM,23912-CHS
Shelf IQ PowerBI 2025 - Chain.csv,Walmart Market #3899 (CHS),DISPLAY,COLD,7,Walmart,SC,Supermarket,96,Left-right,2,10,SC,,,0045-03899008_str03899,Shelf IQ PowerBI 2025 - Chain.csv|Walmart Market #3899 (CHS),Walmart Market #3899 (CHS)|3|3899008_903899NHM,HARD BEV GONDOLA,2,Warm,,1,,,Shelf IQ PowerBI 2025 - Chain.csv|Walmart Market #3899 (CHS)|3|3899008_903899NHM,23912-CHS
Shelf IQ PowerBI 2025 - Chain.csv,Walmart #1244 (GVL),DISPLAY,WARM,7,Walmart,SC,Mass Merchandiser,200,Left-right,4,48,SC,,,0019-01244016_str01244,Shelf IQ PowerBI 2025 - Chain.csv|Walmart #1244 (GVL),Walmart #1244 (GVL)|2|1244017_901244sc,,2,Warm,"{""Mode"":1""""""HorizontalOrder"":0""""""VerticalOrder"":0""""""DepthOrder"":1""""""RowColumnOrder"":1""""""RestartAtPlanogram"":1""""""WorkSegmentBySegment"":1""""""RestartAtSegment"":1""""""WorkFixtureByFixture"":1""""""RestartAtFixture"":0""""""NumberOpenShelvesBeforeOtherFixtureTypes"":0""""""NumberPegboardsBeforeOtherFixtureTypes"":0""""""PositionsOfSameProductHaveDifferentNumbers"":1""""""ExceptOnPegboardsAndChests"":0""""""ExceptForAdjacentPositionsOnOpenShelves"":0""""""RowColumnTypeIsManual"":0""""""RowColumnSizeAutomatic"":0.67""""""RowColumnSizeManual"":1.0}",1,,,Shelf IQ PowerBI 2025 - Chain.csv|Walmart #1244 (GVL)|2|1244017_901244sc,53929-GVL
Shelf IQ PowerBI 2025 - Chain.csv,Walmart #1244 (GVL),DISPLAY,WARM,7,Walmart,SC,Mass Merchandiser,50,Left-right,1,12,SC,,,0035-01244004_str01244,Shelf IQ PowerBI 2025 - Chain.csv|Walmart #1244 (GVL),Walmart #1244 (GVL)|3|1244004_901244sc,,2,Warm,,1,,,Shelf IQ PowerBI 2025 - Chain.csv|Walmart #1244 (GVL)|3|1244004_901244sc,53929-GVL
Shelf IQ PowerBI 2025 - Chain.csv,Walmart #3222 (GVL),DISPLAY,WARM,7,Walmart,SC,Mass Merchandiser,96,Left-right,2,8,SC,,,0013-03222008_str03222,Shelf IQ PowerBI 2025 - Chain.csv|Walmart #3222 (GVL),Walmart #3222 (GVL)|3|3222008_903222sc-1,,2,Warm,"{""Mode"":1""""""HorizontalOrder"":0""""""VerticalOrder"":0""""""DepthOrder"":1""""""RowColumnOrder"":1""""""RestartAtPlanogram"":1""""""WorkSegmentBySegment"":1""""""RestartAtSegment"":1""""""WorkFixtureByFixture"":1""""""RestartAtFixture"":0""""""NumberOpenShelvesBeforeOtherFixtureTypes"":0""""""NumberPegboardsBeforeOtherFixtureTypes"":0""""""PositionsOfSameProductHaveDifferentNumbers"":1""""""ExceptOnPegboardsAndChests"":0""""""ExceptForAdjacentPositionsOnOpenShelves"":0""""""RowColumnTypeIsManual"":0""""""RowColumnSizeAutomatic"":0.67""""""RowColumnSizeManual"":1.0}",1,,,Shelf IQ PowerBI 2025 - Chain.csv|Walmart #3222 (GVL)|3|3222008_903222sc-1,53929-GVL
